Color Codes
#ff0203
#a6245f
#df1e26
#ff1c24
#1471cc
#500024
#2145f6
#0d5dba
#3334b1
#e3e3e3
#dc0714
#de3c11
#98c5e9
#ea0c0c
#444041
#d93d56
#e30613
#e3e3e3
#963849
#f99808
